web-scraper-order,web-scraper-start-url,descriptions,prix,Addresses,Images-src,Paginations,Paginations-href
"1729549931-140","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","135 000 000 FCFA","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-141","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","Virage","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-142","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","110 000 000 FCFA","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-143","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","Dakar","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-144","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","165 000 000 FCFA","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-145","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","Ouest Foire","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-146","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","122 000 000 FCFA","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-147","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","Fann","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-148","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","250 000 000 FCFA","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-149","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","Dakar","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-150","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","135 000 000 FCFA","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-151","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","Virage","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-152","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","55 000 000 FCFA","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-153","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","Médina","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-154","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","58 800 000 FCFA","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-155","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","Almadies","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-156","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","80 000 000 FCFA","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-157","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","Liberté 2","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-158","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","110 000 000 FCFA","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-159","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","Sicap Foire","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-160","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","250 000 000 FCFA","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-161","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","Point E","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-162","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","135 400 000 FCFA","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-163","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","Sud Foire","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-164","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","59 000 000 FCFA","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-165","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","Sud Foire","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-166","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","187 400 000 FCFA","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-167","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","Sud Foire","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-168","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","132 000 000 FCFA","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-169","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","Virage","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-170","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","138 700 000 FCFA","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-171","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","Sacré Coeur","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-172","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","262 350 000 FCFA","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-173","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","Dakar","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-174","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","150 000 000 FCFA","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-175","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","Sacré Coeur","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-176","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","70 000 000 FCFA","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-177","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","Maristes","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-178","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","60 000 000 FCFA","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-179","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","Almadies","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-180","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","135 000 000 FCFA","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-181","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","Sacré Coeur","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-182","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","85 000 000 FCFA","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-183","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","Amitié","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-184","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","250 000 000 FCFA","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-185","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","Mermoz","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-186","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","215 000 000 FCFA","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-187","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","Mermoz","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-188","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","2 000 000 FCFA","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-189","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","Plateau","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-190","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","115 000 000 FCFA","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-191","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","Liberté 6","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-192","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","70 000 000 FCFA","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-193","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","Sacré Coeur","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-194","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","67 000 000 FCFA","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-195","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","Almadies","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-196","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","285 000 000 FCFA","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-197","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","Almadies","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-198","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","110 000 000 FCFA","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-199","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","Grand Yoff","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-200","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","45 000 000 FCFA","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-201","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","Sicap Foire","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-202","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","69 000 000 FCFA","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-203","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","Sacré Coeur","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-204","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","97 700 000 FCFA","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-205","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","Mamelles","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-206","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","60 000 000 FCFA","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-207","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","Sacré Coeur","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-208","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","90 400 000 FCFA","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-209","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","Almadies","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-210","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","90 400 000 FCFA","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
"1729549931-211","https://dakarvente.com/annonces-categorie-appartements-vendre-61.html","","","Almadies","media/annonces/pics/thumbs/a18dcf362eb6999224af307ad195d7f4.jpg","2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2"
